contract_id,player_id,player_name,signing_year,signing_age,age,role,position,negotiation_type,years,aav_m,guarantee_m,team,source,source_url,service_years,il_days_last_3y,ped_suspensions,other_suspensions,war,wrc_plus,ops_plus,obp,slg,iso,bb_pct,k_pct,defensive_runs,baserunning_runs,avg_ev,barrel_pct,hard_hit_pct,chase_pct,whiff_pct,era,fip,xfip,innings,avg_velocity,stuff_plus,location_plus,overall_grade
DEMO-10192-2025-231,10192,Demo Pitcher 192,2025,32.0,32.0,Pitcher,RP,Extension,5,42.87,200.25,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,7.0,8,0,0,3.78,,,,,,8.1,30.5,,,,,,33.6,26.2,3.23,3.4,3.65,72.5,98.2,120.7,111.8,55
DEMO-10193-2011-232,10193,Demo Pitcher 193,2011,23.0,23.0,Pitcher,RP,Free Agent,9,59.14,522.87,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,3.0,44,0,0,6.98,,,,,,2.5,37.6,,,,,,37.1,35.6,1.52,1.8,1.99,82.5,98.4,125.1,118.3,70
DEMO-10193-2010-233,10193,Demo Pitcher 193,2010,22.0,22.0,Pitcher,RP,Free Agent,9,34.4,310.9,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,2.0,7,0,0,5.13,,,,,,4.7,32.5,,,,,,31.0,35.8,2.08,2.8,2.83,71.9,98.5,127.2,113.9,70
DEMO-10194-2023-234,10194,Demo Pitcher 194,2023,24.0,24.0,Pitcher,SP,Free Agent,10,72.54,752.72,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,3.0,90,1,0,5.76,,,,,,4.4,35.4,,,,,,35.6,38.2,2.79,3.36,3.69,181.4,95.1,138.0,112.5,75
DEMO-10194-2022-235,10194,Demo Pitcher 194,2022,23.0,23.0,Pitcher,SP,Free Agent,10,72.11,652.8,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,2.0,21,1,0,6.04,,,,,,2.0,33.8,,,,,,36.6,37.4,2.27,2.19,1.96,210.8,95.3,130.2,115.4,75
DEMO-10195-2021-236,10195,Demo Pitcher 195,2021,26.0,26.0,Pitcher,RP,Free Agent,8,45.99,332.48,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,2.0,156,0,0,3.07,,,,,,5.6,29.3,,,,,,31.9,28.4,2.74,3.04,3.07,83.5,95.6,117.5,118.2,45
DEMO-10195-2022-237,10195,Demo Pitcher 195,2022,27.0,27.0,Pitcher,RP,Free Agent,9,33.22,269.2,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,3.0,47,0,0,2.35,,,,,,8.2,20.1,,,,,,24.4,24.7,3.73,3.47,3.5,75.1,97.4,122.0,113.8,45
DEMO-10196-2019-238,10196,Demo Pitcher 196,2019,25.0,25.0,Pitcher,SP,Free Agent,9,39.65,323.42,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,3.0,73,0,0,4.55,,,,,,6.3,28.0,,,,,,25.5,29.1,2.36,2.35,2.62,219.4,94.1,133.2,111.5,65
DEMO-10197-2014-239,10197,Demo Pitcher 197,2014,22.0,22.0,Pitcher,RP,Free Agent,10,40.22,353.51,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,2.0,0,0,0,4.78,,,,,,2.0,33.2,,,,,,38.7,34.3,2.66,3.04,2.75,84.9,98.8,118.7,90.2,60
DEMO-10197-2016-240,10197,Demo Pitcher 197,2016,24.0,24.0,Pitcher,RP,Free Agent,12,48.64,524.83,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,4.0,0,0,0,5.28,,,,,,4.8,28.7,,,,,,33.2,36.7,2.41,2.88,3.03,79.5,97.9,120.5,106.2,60
DEMO-10198-2014-241,10198,Demo Pitcher 198,2014,26.0,26.0,Pitcher,RP,Free Agent,7,57.29,368.36,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,4.0,53,0,0,6.27,,,,,,5.0,40.1,,,,,,31.6,34.3,2.32,2.12,1.89,60.7,97.8,137.7,118.6,65
DEMO-10199-2023-242,10199,Demo Pitcher 199,2023,29.0,29.0,Pitcher,RP,Free Agent,7,38.11,229.91,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,3.0,56,0,0,3.12,,,,,,7.2,26.7,,,,,,30.1,29.2,3.09,3.22,3.11,59.6,98.0,116.0,90.5,55
DEMO-10199-2022-243,10199,Demo Pitcher 199,2022,28.0,28.0,Pitcher,RP,Extension,8,38.14,292.04,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,2.0,51,0,0,3.14,,,,,,5.6,26.7,,,,,,34.4,33.7,2.78,3.07,2.78,62.7,96.4,110.6,110.5,55
DEMO-10200-2021-244,10200,Demo Pitcher 200,2021,27.0,27.0,Pitcher,SP,Free Agent,6,32.55,187.01,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,3.0,0,0,0,1.88,,,,,,8.4,23.3,,,,,,33.9,26.8,3.53,3.82,3.79,192.1,95.1,102.6,92.0,55
DEMO-10201-2016-245,10201,Demo Pitcher 201,2016,34.0,34.0,Pitcher,SP,Arbitration,1,5.06,5.06,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,7.0,18,1,0,0.33,,,,,,7.8,17.3,,,,,,29.9,16.6,4.59,4.46,4.79,179.1,94.5,109.1,90.9,50
DEMO-10202-2022-246,10202,Demo Pitcher 202,2022,25.0,25.0,Pitcher,RP,Free Agent,11,48.12,518.8,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,2.0,59,0,0,3.53,,,,,,6.3,27.0,,,,,,37.0,26.6,3.03,3.29,3.15,65.6,97.0,122.0,113.2,50
DEMO-10203-2021-247,10203,Demo Pitcher 203,2021,24.0,24.0,Pitcher,SP,Extension,10,43.67,394.65,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,3.0,126,0,0,3.44,,,,,,5.5,28.5,,,,,,31.3,28.4,2.89,3.41,3.38,198.6,94.6,123.8,109.2,50
DEMO-10204-2015-248,10204,Demo Pitcher 204,2015,28.0,28.0,Pitcher,RP,Free Agent,7,19.4,125.77,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,3.0,10,0,0,1.4,,,,,,7.4,18.2,,,,,,29.6,20.6,3.38,3.53,3.64,66.5,94.5,94.2,107.3,45
DEMO-10205-2021-249,10205,Demo Pitcher 205,2021,28.0,28.0,Pitcher,SP,Extension,5,48.69,229.15,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,3.0,13,0,0,5.1,,,,,,4.0,26.9,,,,,,32.1,33.4,3.19,2.83,2.61,175.7,96.4,138.7,97.8,55
DEMO-10205-2022-250,10205,Demo Pitcher 205,2022,29.0,29.0,Pitcher,SP,Free Agent,4,37.03,137.13,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,4.0,99,0,0,2.98,,,,,,9.6,33.3,,,,,,33.7,26.7,3.36,3.36,3.57,214.4,95.5,118.1,115.7,55
DEMO-10206-2014-251,10206,Demo Pitcher 206,2014,30.0,30.0,Pitcher,RP,Free Agent,6,31.7,185.06,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,3.0,49,0,0,3.17,,,,,,7.9,23.5,,,,,,32.2,28.5,3.07,3.42,3.53,53.7,98.1,105.8,104.9,65
DEMO-10207-2024-252,10207,Demo Pitcher 207,2024,32.0,32.0,Pitcher,SP,Free Agent,3,40.99,113.02,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,7.0,67,0,0,3.2,,,,,,7.5,30.4,,,,,,31.3,27.8,3.3,3.21,3.33,219.0,94.1,111.7,105.8,55
DEMO-10208-2021-253,10208,Demo Pitcher 208,2021,23.0,23.0,Pitcher,SP,Free Agent,9,55.4,487.83,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,3.0,0,0,0,4.53,,,,,,4.8,34.8,,,,,,36.5,35.8,2.37,2.44,2.48,192.3,94.9,112.8,108.9,55
DEMO-10209-2010-254,10209,Demo Pitcher 209,2010,25.0,25.0,Pitcher,RP,Extension,8,3.52,23.0,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,2.0,77,0,0,0.66,,,,,,8.7,23.9,,,,,,31.7,26.7,4.66,4.4,4.45,58.1,93.3,90.7,92.6,55
DEMO-10210-2022-255,10210,Demo Pitcher 210,2022,29.0,29.0,Pitcher,SP,Free Agent,6,58.03,325.57,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,4.0,72,0,0,4.61,,,,,,5.6,30.8,,,,,,35.1,30.3,2.28,2.36,2.66,189.2,95.9,121.0,110.7,55
DEMO-10211-2022-256,10211,Demo Pitcher 211,2022,26.0,26.0,Pitcher,SP,Free Agent,10,45.22,417.85,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,4.0,33,0,0,2.97,,,,,,10.0,25.3,,,,,,29.7,35.9,2.28,3.23,3.2,188.2,95.2,99.0,95.9,55
DEMO-10211-2021-257,10211,Demo Pitcher 211,2021,25.0,25.0,Pitcher,SP,Extension,8,26.04,184.3,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,3.0,79,0,0,2.36,,,,,,6.0,23.8,,,,,,28.9,31.4,3.81,3.83,3.79,196.3,93.6,98.9,110.2,55
DEMO-10212-2015-258,10212,Demo Pitcher 212,2015,25.0,25.0,Pitcher,RP,Extension,7,33.62,212.35,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,2.0,34,0,0,3.24,,,,,,6.9,20.6,,,,,,31.3,25.1,2.9,2.9,2.96,62.2,95.1,104.8,105.1,50
DEMO-10213-2015-259,10213,Demo Pitcher 213,2015,29.0,29.0,Pitcher,SP,Extension,6,20.39,119.13,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,4.0,15,0,0,2.62,,,,,,10.2,23.7,,,,,,28.7,28.3,3.4,3.33,3.48,196.9,96.1,116.9,107.4,60
DEMO-10214-2015-260,10214,Demo Pitcher 214,2015,24.0,24.0,Pitcher,SP,Free Agent,8,23.79,178.22,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,3.0,64,0,0,3.1,,,,,,8.5,28.6,,,,,,30.5,29.3,3.62,3.77,3.59,236.4,96.4,114.8,108.1,55
DEMO-10215-2017-261,10215,Demo Pitcher 215,2017,30.0,30.0,Pitcher,SP,Extension,4,29.26,101.86,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,4.0,13,0,0,3.16,,,,,,7.2,24.2,,,,,,30.6,34.8,3.33,3.1,3.25,154.2,93.9,107.3,105.8,50
DEMO-10215-2015-262,10215,Demo Pitcher 215,2015,28.0,28.0,Pitcher,SP,Free Agent,6,40.33,230.78,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,2.0,82,0,0,3.54,,,,,,7.3,27.3,,,,,,32.5,24.9,2.48,2.87,2.75,155.8,94.0,118.5,108.4,50
DEMO-10216-2017-263,10216,Demo Pitcher 216,2017,32.0,32.0,Pitcher,SP,Extension,5,28.96,129.13,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,6.0,55,0,0,3.12,,,,,,5.2,23.5,,,,,,31.5,32.0,3.78,3.76,3.92,172.6,93.9,111.5,98.1,55
DEMO-10217-2019-264,10217,Demo Pitcher 217,2019,24.0,24.0,Pitcher,SP,Free Agent,9,49.25,408.2,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,2.0,0,0,0,4.47,,,,,,8.1,25.6,,,,,,31.7,30.2,3.97,3.44,3.64,154.0,94.5,121.1,101.9,55
DEMO-10217-2020-265,10217,Demo Pitcher 217,2020,25.0,25.0,Pitcher,SP,Extension,8,44.1,331.7,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,3.0,20,0,0,4.57,,,,,,4.8,34.1,,,,,,36.6,35.1,2.81,2.87,2.96,211.7,95.8,131.6,115.4,55
DEMO-10218-2020-266,10218,Demo Pitcher 218,2020,25.0,25.0,Pitcher,RP,Free Agent,8,10.31,63.33,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,3.0,84,0,0,1.26,,,,,,9.1,23.5,,,,,,29.9,29.3,3.05,3.16,2.82,50.4,94.7,112.6,103.6,55
DEMO-10219-2024-267,10219,Demo Pitcher 219,2024,24.0,24.0,Pitcher,RP,Free Agent,11,26.13,277.87,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,3.0,108,0,0,1.96,,,,,,6.5,30.3,,,,,,26.9,18.6,4.43,3.88,3.64,61.5,97.6,109.2,92.4,65
DEMO-10220-2016-268,10220,Demo Pitcher 220,2016,29.0,29.0,Pitcher,SP,Extension,8,24.79,180.24,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,3.0,0,0,0,2.85,,,,,,3.3,23.4,,,,,,30.6,30.7,3.95,3.87,3.95,167.4,96.8,125.3,102.6,50
DEMO-10221-2022-269,10221,Demo Pitcher 221,2022,29.0,29.0,Pitcher,SP,Free Agent,9,53.65,416.47,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,2.0,18,0,0,5.08,,,,,,7.0,28.3,,,,,,33.7,34.0,2.57,2.81,3.07,192.4,94.7,126.6,111.3,65
DEMO-10222-2012-270,10222,Demo Pitcher 222,2012,28.0,28.0,Pitcher,SP,Free Agent,5,47.6,233.8,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,2.0,129,0,0,5.13,,,,,,5.0,30.9,,,,,,35.1,33.4,3.16,3.28,3.42,170.8,97.0,126.9,107.6,55
DEMO-10223-2014-271,10223,Demo Pitcher 223,2014,24.0,24.0,Pitcher,RP,Extension,9,27.43,198.18,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,3.0,30,0,0,2.98,,,,,,8.4,28.5,,,,,,31.8,25.9,4.04,3.68,3.72,62.0,98.5,109.3,89.9,65
DEMO-10224-2021-272,10224,Demo Pitcher 224,2021,30.0,30.0,Pitcher,RP,Free Agent,5,59.16,246.0,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,4.0,27,0,0,5.11,,,,,,6.0,34.3,,,,,,35.6,34.7,3.18,2.99,2.77,79.1,98.6,118.8,113.4,55
DEMO-10225-2011-273,10225,Demo Pitcher 225,2011,24.0,24.0,Pitcher,SP,Extension,9,27.09,226.76,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,2.0,0,0,0,3.47,,,,,,11.0,30.5,,,,,,33.8,25.6,3.55,3.07,2.9,166.7,95.2,110.9,95.7,55
DEMO-10225-2012-274,10225,Demo Pitcher 225,2012,25.0,25.0,Pitcher,SP,Free Agent,12,31.24,337.82,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,3.0,0,0,0,3.72,,,,,,4.2,29.4,,,,,,34.3,29.0,3.17,3.42,3.29,191.9,99.4,123.5,100.1,55
DEMO-10226-2014-275,10226,Demo Pitcher 226,2014,25.0,25.0,Pitcher,RP,Free Agent,7,37.44,251.69,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,2.0,24,0,0,4.57,,,,,,3.8,32.2,,,,,,32.2,30.2,3.09,2.82,3.01,77.5,97.7,135.8,104.2,60
DEMO-10227-2022-276,10227,Demo Pitcher 227,2022,26.0,26.0,Pitcher,RP,Extension,8,49.79,395.99,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,3.0,17,0,0,3.74,,,,,,4.9,29.3,,,,,,30.2,32.7,2.57,2.5,2.8,68.5,95.8,128.3,98.3,40
DEMO-10228-2015-277,10228,Demo Pitcher 228,2015,24.0,24.0,Pitcher,SP,Extension,8,35.77,268.7,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,3.0,19,0,0,2.39,,,,,,5.9,21.9,,,,,,30.1,25.4,4.65,4.47,4.32,153.5,96.5,98.1,97.8,65
DEMO-10229-2018-278,10229,Demo Pitcher 229,2018,26.0,26.0,Pitcher,SP,Free Agent,11,58.71,584.26,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,2.0,46,0,0,5.3,,,,,,4.4,31.8,,,,,,35.1,33.7,2.46,2.45,2.38,176.6,97.6,127.2,95.4,65
DEMO-10230-2015-279,10230,Demo Pitcher 230,2015,25.0,25.0,Pitcher,SP,Arbitration,1,10.36,10.36,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,3.0,34,0,0,3.0,,,,,,7.8,33.0,,,,,,28.9,32.2,4.0,3.39,3.51,183.3,94.1,114.9,104.6,55
DEMO-10231-2025-280,10231,Demo Pitcher 231,2025,26.0,26.0,Pitcher,SP,Free Agent,7,64.96,432.94,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,5.0,41,0,0,4.86,,,,,,5.2,33.8,,,,,,33.3,34.0,2.89,2.87,2.91,202.0,94.3,129.7,111.3,65
DEMO-10231-2022-281,10231,Demo Pitcher 231,2022,23.0,23.0,Pitcher,SP,Free Agent,9,54.39,483.76,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,2.0,30,0,0,4.73,,,,,,7.0,31.2,,,,,,31.2,29.2,2.58,2.52,2.56,181.1,96.4,127.1,110.9,65
DEMO-10232-2016-282,10232,Demo Pitcher 232,2016,29.0,29.0,Pitcher,RP,Free Agent,9,35.11,295.34,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,4.0,54,0,0,2.71,,,,,,5.3,25.1,,,,,,32.2,28.4,3.09,3.21,3.41,76.0,97.4,118.9,106.1,55
DEMO-10233-2022-283,10233,Demo Pitcher 233,2022,25.0,25.0,Pitcher,RP,Extension,8,47.57,364.35,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,2.0,0,0,0,2.8,,,,,,8.2,23.7,,,,,,33.9,30.1,3.2,3.54,3.76,80.8,97.2,117.4,101.8,45
DEMO-10234-2025-284,10234,Demo Pitcher 234,2025,31.0,31.0,Pitcher,RP,Free Agent,3,49.96,133.85,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,5.0,17,0,0,4.09,,,,,,5.0,31.8,,,,,,38.8,34.1,2.96,3.47,3.37,66.6,96.4,124.4,104.7,55
DEMO-10235-2024-285,10235,Demo Pitcher 235,2024,28.0,28.0,Pitcher,SP,Extension,6,47.65,274.55,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,3.0,10,0,0,3.25,,,,,,3.1,30.4,,,,,,33.7,25.7,3.01,3.04,2.79,172.4,93.3,111.4,114.5,65
DEMO-10236-2024-286,10236,Demo Pitcher 236,2024,32.0,32.0,Pitcher,SP,Arbitration,1,17.48,17.48,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,8.0,74,0,0,4.0,,,,,,5.3,32.5,,,,,,35.7,29.8,3.37,3.39,3.81,177.8,96.4,131.1,115.2,55
DEMO-10236-2020-287,10236,Demo Pitcher 236,2020,28.0,28.0,Pitcher,SP,Extension,5,31.27,164.86,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,4.0,57,0,0,2.69,,,,,,3.4,28.6,,,,,,28.6,33.3,2.42,2.81,2.47,169.4,95.9,128.0,115.7,55
DEMO-10237-2023-288,10237,Demo Pitcher 237,2023,26.0,26.0,Pitcher,RP,Free Agent,6,22.29,114.34,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,6.0,102,0,0,1.58,,,,,,10.3,26.8,,,,,,29.3,24.6,4.27,3.72,3.96,65.4,94.7,89.9,97.1,50
DEMO-10238-2022-289,10238,Demo Pitcher 238,2022,29.0,29.0,Pitcher,RP,Free Agent,6,37.46,207.57,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,7.0,0,0,0,2.75,,,,,,5.8,26.2,,,,,,29.9,23.3,3.72,3.48,3.47,64.4,96.2,108.8,105.9,50
DEMO-10239-2017-290,10239,Demo Pitcher 239,2017,23.0,23.0,Pitcher,RP,Extension,9,39.41,330.69,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,2.0,96,0,1,3.24,,,,,,9.3,25.2,,,,,,35.7,28.5,3.39,2.83,2.67,78.0,95.4,117.6,102.3,45
DEMO-10240-2015-291,10240,Demo Pitcher 240,2015,25.0,25.0,Pitcher,SP,Extension,8,27.82,200.57,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,2.0,17,0,0,2.51,,,,,,5.1,26.8,,,,,,33.5,28.4,3.71,3.43,3.24,197.4,95.5,107.4,101.9,50
DEMO-10240-2021-292,10240,Demo Pitcher 240,2021,31.0,31.0,Pitcher,SP,Free Agent,2,11.99,25.29,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,8.0,4,0,0,1.2,,,,,,7.1,27.5,,,,,,30.4,29.0,4.1,4.38,4.7,156.5,92.0,104.0,107.7,50
DEMO-10241-2022-293,10241,Demo Pitcher 241,2022,28.0,28.0,Pitcher,SP,Free Agent,5,21.77,102.22,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,2.0,104,0,0,1.6,,,,,,7.8,26.5,,,,,,30.2,26.1,2.96,3.32,3.2,173.0,95.0,106.4,109.7,45
DEMO-10242-2021-294,10242,Demo Pitcher 242,2021,24.0,24.0,Pitcher,SP,Extension,8,42.75,325.63,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,3.0,43,0,0,3.22,,,,,,2.0,26.6,,,,,,35.3,28.5,2.91,3.2,3.54,151.5,93.1,120.7,104.4,65
DEMO-10243-2019-295,10243,Demo Pitcher 243,2019,25.0,25.0,Pitcher,RP,Arbitration,1,21.92,21.92,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,3.0,48,0,0,5.74,,,,,,2.0,33.8,,,,,,34.0,32.1,2.97,2.57,2.88,76.6,99.6,131.1,111.4,60
DEMO-10244-2020-296,10244,Demo Pitcher 244,2020,26.0,26.0,Pitcher,SP,Extension,6,53.88,293.82,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,2.0,23,0,0,4.52,,,,,,8.4,27.9,,,,,,33.2,27.6,1.82,2.45,2.5,210.4,94.8,120.9,107.4,55
DEMO-10245-2016-297,10245,Demo Pitcher 245,2016,31.0,31.0,Pitcher,RP,Extension,1,16.22,16.22,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,4.0,71,0,0,1.1,,,,,,7.6,25.4,,,,,,30.9,30.5,4.05,4.09,4.3,61.5,95.7,97.2,100.6,55
DEMO-10246-2014-298,10246,Demo Pitcher 246,2014,25.0,25.0,Pitcher,RP,Free Agent,9,53.6,429.08,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,2.0,70,0,0,5.84,,,,,,5.7,29.7,,,,,,40.7,31.4,2.28,2.08,1.85,84.2,98.2,126.4,115.7,65
DEMO-10247-2020-299,10247,Demo Pitcher 247,2020,28.0,28.0,Pitcher,SP,Free Agent,7,44.93,306.92,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,4.0,31,0,0,3.62,,,,,,7.0,27.1,,,,,,29.5,28.7,2.96,2.5,2.65,174.2,94.4,113.9,109.0,60
DEMO-10248-2013-300,10248,Demo Pitcher 248,2013,28.0,28.0,Pitcher,SP,Free Agent,7,51.28,348.26,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,2.0,18,0,0,5.6,,,,,,5.4,32.6,,,,,,34.9,29.9,2.35,3.18,3.11,188.7,95.4,136.6,111.2,60
DEMO-10249-2016-301,10249,Demo Pitcher 249,2016,33.0,33.0,Pitcher,SP,Free Agent,6,41.05,242.51,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,6.0,0,0,0,3.72,,,,,,8.0,23.4,,,,,,29.7,30.0,2.9,2.72,2.68,173.5,92.8,126.5,99.5,60
DEMO-10249-2014-302,10249,Demo Pitcher 249,2014,31.0,31.0,Pitcher,SP,Free Agent,4,38.74,143.11,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,4.0,20,0,0,3.43,,,,,,4.7,29.6,,,,,,29.1,28.2,3.77,3.35,3.39,194.0,96.4,104.0,114.6,60
DEMO-10250-2017-303,10250,Demo Pitcher 250,2017,24.0,24.0,Pitcher,RP,Free Agent,9,18.9,147.61,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,3.0,17,0,0,2.02,,,,,,5.2,27.0,,,,,,33.2,25.7,4.15,3.91,4.16,64.9,95.1,112.4,117.6,50
DEMO-10251-2021-304,10251,Demo Pitcher 251,2021,22.0,22.0,Pitcher,RP,Free Agent,7,39.17,253.25,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,2.0,53,0,0,3.34,,,,,,5.3,24.6,,,,,,37.9,26.8,3.44,3.42,3.26,71.3,94.2,120.7,106.5,50
DEMO-10251-2025-305,10251,Demo Pitcher 251,2025,26.0,26.0,Pitcher,RP,Extension,7,48.93,347.64,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,6.0,45,0,0,3.73,,,,,,5.4,27.0,,,,,,31.4,31.6,2.83,2.87,2.32,70.7,97.1,126.9,114.0,50
DEMO-10252-2024-306,10252,Demo Pitcher 252,2024,30.0,30.0,Pitcher,SP,Extension,4,77.05,292.93,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,3.0,45,0,0,6.55,,,,,,2.0,38.0,,,,,,33.3,35.8,2.04,2.07,2.23,188.2,95.1,129.4,116.5,65
DEMO-10253-2012-307,10253,Demo Pitcher 253,2012,26.0,26.0,Pitcher,RP,Free Agent,8,33.77,253.77,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,3.0,81,0,0,3.89,,,,,,5.3,29.5,,,,,,29.3,31.2,2.42,2.7,2.68,59.9,96.6,113.7,102.7,50
DEMO-10253-2015-308,10253,Demo Pitcher 253,2015,29.0,29.0,Pitcher,RP,Extension,4,34.77,134.76,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,6.0,75,0,0,3.16,,,,,,5.3,29.8,,,,,,30.4,31.4,4.18,3.85,3.66,77.9,96.1,115.9,106.6,50
DEMO-10254-2018-309,10254,Demo Pitcher 254,2018,29.0,29.0,Pitcher,SP,Arbitration,1,17.91,17.91,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,2.0,93,0,1,4.64,,,,,,6.7,34.0,,,,,,34.7,33.0,2.5,2.56,2.35,170.5,96.4,137.4,102.5,75
DEMO-10255-2020-310,10255,Demo Pitcher 255,2020,29.0,29.0,Pitcher,RP,Extension,7,34.2,218.51,DEMO,SYNTHETIC DEMO DATA - REPLACE BEFORE REAL USE,,3.0,74,0,0,3.1,,,,,,4.5,28.0,,,,,,34.0,30.4,3.14,3.2,3.27,72.4,96.2,125.0,112.2,60
